CrimeDate	CrimeTime	CrimeCode	Location	Description	Weapon	Post	District	Neighborhood	"Location 1"	"Total Incidents"	latitude	longitude
2011/10/16	2	1F	"2200 AIKEN ST"	HOMICIDE	FIREARM	312	EASTERN	"East Baltimore Midway"	"(39.3151200000, -76.5994000000)"	1	39.3151200000	-76.5994000000
2011/10/14	1955	1F	"1500 E 29TH ST"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3246400000, -76.5948200000)"	1	39.3246400000	-76.5948200000
2011/10/13	1624	1O	"2800 W MULBERRY ST"	HOMICIDE	OTHER	816	SOUTHWESTERN	"Penrose/Fayette Street Outreach"	"(39.2926300000, -76.6641000000)"	1	39.2926300000	-76.6641000000
2011/10/11	1034	1F	"2200 CALLOW AV"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3128400000, -76.6314000000)"	1	39.3128400000	-76.6314000000
2011/10/11	1120	1F	"1800 N PORT ST"	HOMICIDE	FIREARM	331	EASTERN	"Broadway East"	"(39.3114700000, -76.5838300000)"	1	39.3114700000	-76.5838300000
2011/10/10	1524	1F	"200 N BELNORD AV"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2951500000, -76.5785500000)"	1	39.2951500000	-76.5785500000
2011/10/10	2200	1F	"1400 KUPER PL"	HOMICIDE	FIREARM	933	SOUTHERN	"New Southwest/Mount Clare"	"(39.2850500000, -76.6397500000)"	1	39.2850500000	-76.6397500000
2011/10/03	25	1F	"500 MC MECHEN ST"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3043500000, -76.6315700000)"	1	39.3043500000	-76.6315700000
2011/10/03	1348	1F	"900 HERNDON CT"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2283300000, -76.6005200000)"	1	39.2283300000	-76.6005200000
2011/09/28	55	1F	"2200 GARRISON BLVD"	HOMICIDE	FIREARM	812	SOUTHWESTERN	"Mount Holly"	"(39.3114200000, -76.6751600000)"	1	39.3114200000	-76.6751600000
2011/09/28	1606	1F	"1400 E FAYETTE ST"	HOMICIDE	FIREARM	212	SOUTHEASTERN	Dunbar-Broadway	"(39.2929400000, -76.5985000000)"	1	39.2929400000	-76.5985000000
2011/09/28	1950	1F	"1900 E 31ST ST"	HOMICIDE	FIREARM	414	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3263700000, -76.5891000000)"	1	39.3263700000	-76.5891000000
2011/09/27	247	1F	"4000 PRIMROSE AV"	HOMICIDE	FIREARM	635	NORTHWESTERN	Glen	"(39.3511400000, -76.6932800000)"	1	39.3511400000	-76.6932800000
2011/09/25	352	1F	"3900 DOLFIELD AV"	HOMICIDE	FIREARM	624	NORTHWESTERN	Dolfield	"(39.3395800000, -76.6813900000)"	1	39.3395800000	-76.6813900000
2011/09/25	352	1F	"3900 DOLFIELD AV"	HOMICIDE	FIREARM	624	NORTHWESTERN	Dolfield	"(39.3395800000, -76.6813900000)"	1	39.3395800000	-76.6813900000
2011/09/21	1625	1F	"800 E 34TH ST"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3298800000, -76.6048800000)"	1	39.3298800000	-76.6048800000
2011/09/20	1344	1F	"3500 DOLFIELD AV"	HOMICIDE	FIREARM	625	NORTHWESTERN	Ashburton	"(39.3341100000, -76.6736600000)"	1	39.3341100000	-76.6736600000
2011/09/19	1740	1K	"100 N POPPLETON ST"	HOMICIDE	KNIFE	712	WESTERN	Poppleton	"(39.2900400000, -76.6322500000)"	1	39.2900400000	-76.6322500000
2011/09/19	2325	1F	"400 N EAST AV"	HOMICIDE	FIREARM	223	SOUTHEASTERN	"Ellwood Park/Monument"	"(39.2963000000, -76.5721100000)"	1	39.2963000000	-76.5721100000
2011/09/17	226	1F	"700 PONTIAC AV"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2350800000, -76.6010200000)"	1	39.2350800000	-76.6010200000
2011/09/16	1823	1O	"700 E PATAPSCO AV"	HOMICIDE	OTHER	912	SOUTHERN	"Fairfield Area"	"(39.2358200000, -76.6006100000)"	1	39.2358200000	-76.6006100000
2011/09/14	100	1F	"1900 W LOMBARD ST"	HOMICIDE	FIREARM	934	SOUTHERN	"Carrollton Ridge"	"(39.2861900000, -76.6469500000)"	1	39.2861900000	-76.6469500000
2011/09/13	1410	1F	"3300 ELMORA AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	"Four By Four"	"(39.3159200000, -76.5769800000)"	1	39.3159200000	-76.5769800000
2011/09/09	1628	1F	"4200 OLD YORK RD"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3405900000, -76.6077400000)"	1	39.3405900000	-76.6077400000
2011/09/07	832	1K	"2700 RIGGS AV"	HOMICIDE	KNIFE	814	SOUTHWESTERN	Mosher	"(39.3003500000, -76.6621800000)"	1	39.3003500000	-76.6621800000
2011/09/04	1210	1F	"500 N CHESTER ST"	HOMICIDE	FIREARM	324	EASTERN	CARE	"(39.2969900000, -76.5877700000)"	1	39.2969900000	-76.5877700000
2011/09/02	1717	1O	"5600 WOODMONT AV"	HOMICIDE	OTHER	421	NORTHEASTERN	"Woodbourne Heights"	"(39.3578600000, -76.5908300000)"	1	39.3578600000	-76.5908300000
2011/09/01	1230	1O	"900 LEADENHALL ST"	HOMICIDE	OTHER	941	SOUTHERN	Sharp-Leadenhall	"(39.2785900000, -76.6170300000)"	1	39.2785900000	-76.6170300000
2011/08/28	2040	1F	"2800 ROUND RD"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2471800000, -76.6280700000)"	1	39.2471800000	-76.6280700000
2011/08/27	39	1O	"1700 GORSUCH AV"	HOMICIDE	OTHER	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3206200000, -76.5936100000)"	1	39.3206200000	-76.5936100000
2011/08/25	38	1F	"1200 VALLEY ST"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3039600000, -76.6050900000)"	1	39.3039600000	-76.6050900000
2011/08/23	2203	1F	"5200 BOWLEYS LA"	HOMICIDE	FIREARM	436	NORTHEASTERN	Frankford	"(39.3226600000, -76.5531400000)"	1	39.3226600000	-76.5531400000
2011/08/23	2253	1F	"3700 W FOREST PARK AV"	HOMICIDE	FIREARM	621	NORTHWESTERN	"Forest Park"	"(39.3255200000, -76.6796400000)"	1	39.3255200000	-76.6796400000
2011/08/22	1118	1F	"200 MT HOLLY ST"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Allendale	"(39.2902100000, -76.6794600000)"	1	39.2902100000	-76.6794600000
2011/08/22	2224	1F	"2500 E CHASE ST"	HOMICIDE	FIREARM	333	EASTERN	"Biddle Street"	"(39.3037400000, -76.5820100000)"	1	39.3037400000	-76.5820100000
2011/08/21	112	1K	"6000 HARFORD RD"	HOMICIDE	KNIFE	424	NORTHEASTERN	Westfield	"(39.3567300000, -76.5576500000)"	1	39.3567300000	-76.5576500000
2011/08/14	312	1F	"2900 S EDGECOMBE CIR"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3424100000, -76.6632700000)"	1	39.3424100000	-76.6632700000
2011/08/14	2130	1F	"3400 CLIFTON AV"	HOMICIDE	FIREARM	812	SOUTHWESTERN	"Mount Holly"	"(39.3110000000, -76.6742900000)"	1	39.3110000000	-76.6742900000
2011/08/03	1629	1K	"4700 MORAVIA RD"	HOMICIDE	KNIFE	436	NORTHEASTERN	Frankford	"(39.3262400000, -76.5521500000)"	1	39.3262400000	-76.5521500000
2011/08/01	2318	1F	"1600 DARLEY AV"	HOMICIDE	FIREARM	312	EASTERN	"Darley Park"	"(39.3147100000, -76.5950900000)"	1	39.3147100000	-76.5950900000
2011/07/31	2112	1F	"1100 WEDGEWOOD RD"	HOMICIDE	FIREARM	823	SOUTHWESTERN	"West Hills"	"(39.2977600000, -76.7103800000)"	1	39.2977600000	-76.7103800000
2011/07/31	2112	1F	"1100 WEDGEWOOD RD"	HOMICIDE	FIREARM	823	SOUTHWESTERN	"West Hills"	"(39.2977600000, -76.7103800000)"	1	39.2977600000	-76.7103800000
2011/07/30	206	1F	"4800 BOWLAND AV"	HOMICIDE	FIREARM	433	NORTHEASTERN	Frankford	"(39.3187600000, -76.5508800000)"	1	39.3187600000	-76.5508800000
2011/07/29	1053	1F	"1200 N GAY ST"	HOMICIDE	FIREARM	322	EASTERN	"Broadway East"	"(39.3048000000, -76.5932400000)"	1	39.3048000000	-76.5932400000
2011/07/27	128	1F	"3600 CHESTERFIELD AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	Belair-Edison	"(39.3194200000, -76.5637300000)"	1	39.3194200000	-76.5637300000
2011/07/26	642	1F	"4300 NICHOLAS AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Belair-Edison	"(39.3279200000, -76.5625100000)"	1	39.3279200000	-76.5625100000
2011/07/26	642	1F	"4300 NICHOLAS AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Belair-Edison	"(39.3279200000, -76.5625100000)"	1	39.3279200000	-76.5625100000
2011/07/26	642	1F	"4300 NICHOLAS AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Belair-Edison	"(39.3279200000, -76.5625100000)"	1	39.3279200000	-76.5625100000
2011/07/26	1200	1F	"900 N BELNORD AV"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.3014800000, -76.5789600000)"	1	39.3014800000	-76.5789600000
2011/07/25	143	1O	"600 COKESBURY AV"	HOMICIDE	OTHER	311	EASTERN	"East Baltimore Midway"	"(39.3159500000, -76.6072800000)"	1	39.3159500000	-76.6072800000
2011/07/19	319	1F	"1900 N BENTALOU ST"	HOMICIDE	FIREARM	735	WESTERN	Mondawmin	"(39.3099700000, -76.6541600000)"	1	39.3099700000	-76.6541600000
2011/07/19	1630	1K	"800 N GILMOR ST"	HOMICIDE	KNIFE	715	WESTERN	"Harlem Park"	"(39.2981900000, -76.6429400000)"	1	39.2981900000	-76.6429400000
2011/07/17	551	1F	"1200 BUSH ST"	HOMICIDE	FIREARM	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2784500000, -76.6379400000)"	1	39.2784500000	-76.6379400000
2011/07/16	131	1F	"800 N BOND ST"	HOMICIDE	FIREARM	324	EASTERN	"Gay Street"	"(39.2994500000, -76.5963100000)"	1	39.2994500000	-76.5963100000
2011/07/15	1353	1F	"0 N FRANKLINTOWN RD"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Shipley Hill"	"(39.2876700000, -76.6589100000)"	1	39.2876700000	-76.6589100000
2011/07/14	1734	1F	"2100 HOMEWOOD AV"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3140000000, -76.6073100000)"	1	39.3140000000	-76.6073100000
2011/07/12	2206	1F	"1800 N PULASKI ST"	HOMICIDE	FIREARM	735	WESTERN	Easterwood	"(39.3087600000, -76.6512900000)"	1	39.3087600000	-76.6512900000
2011/07/10	230	1K	"1700 GORSUCH AV"	HOMICIDE	KNIFE	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3208300000, -76.5939600000)"	1	39.3208300000	-76.5939600000
2011/07/10	236	1F	"1500 LESTER MORTON CT"	HOMICIDE	FIREARM	324	EASTERN	"Gay Street"	"(39.2986700000, -76.5972300000)"	1	39.2986700000	-76.5972300000
2011/07/10	1109	1O	"200 N BELNORD AV"	HOMICIDE	OTHER	221	SOUTHEASTERN	"McElderry Park"	"(39.2953000000, -76.5784900000)"	1	39.2953000000	-76.5784900000
2011/07/09	129	1K	"0 N CHARLES ST"	HOMICIDE	KNIFE	112	CENTRAL	Downtown	"(39.2901200000, -76.6151500000)"	1	39.2901200000	-76.6151500000
2011/07/06	1542	1F	"3700 HARLEM AV"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Edgewood	"(39.2952100000, -76.6789500000)"	1	39.2952100000	-76.6789500000
2011/07/04	2148	1K	"700 EASTERN AV"	HOMICIDE	KNIFE	111	CENTRAL	"Inner Harbor"	"(39.2849700000, -76.6054400000)"	1	39.2849700000	-76.6054400000
2011/07/01	950	1F	"1100 S CAREY ST"	HOMICIDE	FIREARM	931	SOUTHERN	"Washington Village/Pigtown"	"(39.2813200000, -76.6363000000)"	1	39.2813200000	-76.6363000000
2011/07/01	2318	1F	"1400 STONEWOOD RD"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3495200000, -76.5937000000)"	1	39.3495200000	-76.5937000000
2011/06/29	2241	1F	"1900 BREITWERT AV"	HOMICIDE	FIREARM	832	SOUTHWESTERN	"Morrell Park"	"(39.2682700000, -76.6500900000)"	1	39.2682700000	-76.6500900000
2011/06/28	1500	1F	"3900 ERDMAN AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	Belair-Edison	"(39.3150100000, -76.5683900000)"	1	39.3150100000	-76.5683900000
2011/06/28	2352	1F	"500 MOSHER ST"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3035500000, -76.6305900000)"	1	39.3035500000	-76.6305900000
2011/06/27	459	1K	"3200 LEVERTON AV"	HOMICIDE	KNIFE	224	SOUTHEASTERN	"Patterson Park Neighborhood"	"(39.2918800000, -76.5706900000)"	1	39.2918800000	-76.5706900000
2011/06/22	1903	1F	"5500 GRINDON AV"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3573100000, -76.5697500000)"	1	39.3573100000	-76.5697500000
2011/06/20	2300	1F	"2900 S EDGECOMBE CIR"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3424100000, -76.6632700000)"	1	39.3424100000	-76.6632700000
2011/06/17	53	1F	"700 ASHBURTON ST"	HOMICIDE	FIREARM	725	WESTERN	Mosher	"(39.2959600000, -76.6615000000)"	1	39.2959600000	-76.6615000000
2011/06/16	1318	1F	"500 DENISON ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	"Lower Edmondson Village"	"(39.2928800000, -76.6741000000)"	1	39.2928800000	-76.6741000000
2011/06/14	1255	1F	"2400 GREENMOUNT AV"	HOMICIDE	FIREARM	311	EASTERN	Barclay	"(39.3163000000, -76.6095100000)"	1	39.3163000000	-76.6095100000
2011/06/14	1648	1F	"600 DUMBARTON AV"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3380900000, -76.6063800000)"	1	39.3380900000	-76.6063800000
2011/06/12	400	1F	"2600 PARK HEIGHTS TER"	HOMICIDE	FIREARM	531	NORTHERN	Greenspring	"(39.3386000000, -76.6616100000)"	1	39.3386000000	-76.6616100000
2011/06/12	1354	1F	"2900 WESTWOOD AV"	HOMICIDE	FIREARM	811	SOUTHWESTERN	"Northwest Community Action"	"(39.3081200000, -76.6673000000)"	1	39.3081200000	-76.6673000000
2011/06/10	2050	1F	"1600 W BALTIMORE ST"	HOMICIDE	FIREARM	711	WESTERN	"Franklin Square"	"(39.2883900000, -76.6424900000)"	1	39.2883900000	-76.6424900000
2011/06/09	2317	1F	"3000 SPAULDING AV"	HOMICIDE	FIREARM	615	NORTHWESTERN	"Central Park Heights"	"(39.3497600000, -76.6722800000)"	1	39.3497600000	-76.6722800000
2011/06/03	2244	1F	"2200 FLEETWOOD AV"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3672000000, -76.5678800000)"	1	39.3672000000	-76.5678800000
2011/06/01	420	1K	"5400 MOORES RUN DR"	HOMICIDE	KNIFE	435	NORTHEASTERN	Frankford	"(39.3304100000, -76.5345800000)"	1	39.3304100000	-76.5345800000
2011/05/31	49	1F	"3400 E BALTIMORE ST"	HOMICIDE	FIREARM	223	SOUTHEASTERN	"Baltimore Highlands"	"(39.2925200000, -76.5691300000)"	1	39.2925200000	-76.5691300000
2011/05/31	2222	1F	"700 E EAGER ST"	HOMICIDE	FIREARM	315	EASTERN	"Johnston Square"	"(39.3013900000, -76.6070700000)"	1	39.3013900000	-76.6070700000
2011/05/30	1819	1F	"3900 WINDSOR MILL RD"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Mount Holly"	"(39.3132400000, -76.6828300000)"	1	39.3132400000	-76.6828300000
2011/05/28	1109	1F	"4300 Liberty Heights Av"	HOMICIDE	FIREARM	624	NORTHWESTERN	Dorchester	"(39.3297900000, -76.6905100000)"	1	39.3297900000	-76.6905100000
2011/05/26	16	1F	"1600 E WARD CT"	HOMICIDE	FIREARM	322	EASTERN	"Gay Street"	"(39.3021300000, -76.5955300000)"	1	39.3021300000	-76.5955300000
2011/05/26	1050	1K	"1200 W OSTEND ST"	HOMICIDE	KNIFE	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2814100000, -76.6335200000)"	1	39.2814100000	-76.6335200000
2011/05/26	2153	1F	"1700 CLIFTVIEW AV"	HOMICIDE	FIREARM	312	EASTERN	"Darley Park"	"(39.3152700000, -76.5927800000)"	1	39.3152700000	-76.5927800000
2011/05/25	256	1F	"1500 N MONROE ST"	HOMICIDE	FIREARM	724	WESTERN	Easterwood	"(39.3052800000, -76.6479300000)"	1	39.3052800000	-76.6479300000
2011/05/22	2235	1K	"3100 EDMONDSON AV"	HOMICIDE	KNIFE	815	SOUTHWESTERN	"Gwynns Falls/Leakin Park"	"(39.2942500000, -76.6712000000)"	1	39.2942500000	-76.6712000000
2011/05/21	2337	1K	"1600 N FULTON AV"	HOMICIDE	KNIFE	732	WESTERN	Sandtown-Winchester	"(39.3068400000, -76.6463600000)"	1	39.3068400000	-76.6463600000
2011/05/19	144	1F	"3200 SPAULDING AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Central Park Heights"	"(39.3483000000, -76.6748600000)"	1	39.3483000000	-76.6748600000
2011/05/19	1255	1F	"1000 GRETNA CT"	HOMICIDE	FIREARM	911	SOUTHERN	Brooklyn	"(39.2296200000, -76.5981500000)"	1	39.2296200000	-76.5981500000
2011/05/14	305	1F	"4500 MARBLE HALL RD"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3449500000, -76.5971200000)"	1	39.3449500000	-76.5971200000
2011/05/11	228	1F	"100 N EUTAW ST"	HOMICIDE	FIREARM	113	CENTRAL	Downtown	"(39.2904700000, -76.6210300000)"	1	39.2904700000	-76.6210300000
2011/05/03	2345	1K	"1200 LINWORTH AV"	HOMICIDE	KNIFE	421	NORTHEASTERN	"New Northwood"	"(39.3471600000, -76.5984600000)"	1	39.3471600000	-76.5984600000
2011/04/29	638	1K	"1700 E LOMBARD ST"	HOMICIDE	KNIFE	213	SOUTHEASTERN	"Washington Hill"	"(39.2904600000, -76.5922700000)"	1	39.2904600000	-76.5922700000
2011/04/28	949	1O	"0 S MONROE ST"	HOMICIDE	OTHER	836	SOUTHWESTERN	Boyd-Booth	"(39.2874200000, -76.6469300000)"	1	39.2874200000	-76.6469300000
2011/04/28	1352	1F	"1900 N COLLINGTON AV"	HOMICIDE	FIREARM	331	EASTERN	"South Clifton Park"	"(39.3128900000, -76.5875700000)"	1	39.3128900000	-76.5875700000
2011/04/27	1501	1F	"1300 N CALHOUN ST"	HOMICIDE	FIREARM	731	WESTERN	Sandtown-Winchester	"(39.3035900000, -76.6404200000)"	1	39.3035900000	-76.6404200000
2011/04/26	2222	1F	"3600 5TH ST"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2367100000, -76.6039300000)"	1	39.2367100000	-76.6039300000
2011/04/26	2305	1F	"1800 N BENTALOU ST"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3089600000, -76.6541000000)"	1	39.3089600000	-76.6541000000
2011/04/24	146	1F	"4700 SAYER AV"	HOMICIDE	FIREARM	826	SOUTHWESTERN	Tremont	"(39.2842800000, -76.6937300000)"	1	39.2842800000	-76.6937300000
2011/04/24	212	1F	"4200 ROKEBY RD"	HOMICIDE	FIREARM	821	SOUTHWESTERN	"Gwynns Falls/Leakin Park"	"(39.2992200000, -76.6868500000)"	1	39.2992200000	-76.6868500000
2011/04/24	212	1F	"4200 ROKEBY RD"	HOMICIDE	FIREARM	821	SOUTHWESTERN	"Gwynns Falls/Leakin Park"	"(39.2992200000, -76.6868500000)"	1	39.2992200000	-76.6868500000
2011/04/23	1159	1K	"500 N PULASKI ST"	HOMICIDE	KNIFE	721	WESTERN	Midtown-Edmondson	"(39.2938900000, -76.6504300000)"	1	39.2938900000	-76.6504300000
2011/04/23	2320	1F	"700 N CALHOUN ST"	HOMICIDE	FIREARM	713	WESTERN	"Harlem Park"	"(39.2968600000, -76.6400500000)"	1	39.2968600000	-76.6400500000
2011/04/22	233	1F	"200 W FAYETTE ST"	HOMICIDE	FIREARM	114	CENTRAL	Downtown	"(39.2905300000, -76.6182000000)"	1	39.2905300000	-76.6182000000
2011/04/22	1109	1F	"1700 HOMESTEAD ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3202900000, -76.5945300000)"	1	39.3202900000	-76.5945300000
2011/04/21	921	1F	"0 W CONWAY ST"	HOMICIDE	FIREARM	112	CENTRAL	Otterbein	"(39.2840800000, -76.6149400000)"	1	39.2840800000	-76.6149400000
2011/04/21	1330	1O	"6500 EBERLE DR"	HOMICIDE	OTHER	631	NORTHWESTERN	"Reisterstown Station"	"(39.3536900000, -76.7065700000)"	1	39.3536900000	-76.7065700000
2011/04/20	2210	1F	"600 BARTLETT AV"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3172100000, -76.6078200000)"	1	39.3172100000	-76.6078200000
2011/04/19	2330	1F	"500 N SCHROEDER ST"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2944400000, -76.6341500000)"	1	39.2944400000	-76.6341500000
2011/04/16	339	1F	"500 N DECKER AV"	HOMICIDE	FIREARM	223	SOUTHEASTERN	"Ellwood Park/Monument"	"(39.2972900000, -76.5744200000)"	1	39.2972900000	-76.5744200000
2011/04/13	2051	1F	"4500 WESTCHESTER RD"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Windsor Hills"	"(39.3182200000, -76.6903500000)"	1	39.3182200000	-76.6903500000
2011/04/11	134	1F	"1700 CRYSTAL AV"	HOMICIDE	FIREARM	321	EASTERN	"Broadway East"	"(39.3080500000, -76.5929600000)"	1	39.3080500000	-76.5929600000
2011/04/10	2354	1K	"3800 S HANOVER ST"	HOMICIDE	KNIFE	912	SOUTHERN	Brooklyn	"(39.2366100000, -76.6105400000)"	1	39.2366100000	-76.6105400000
2011/04/09	110	1K	"4900 BOWLAND AV"	HOMICIDE	KNIFE	433	NORTHEASTERN	Frankford	"(39.3191400000, -76.5501800000)"	1	39.3191400000	-76.5501800000
2011/04/09	1650	1F	"200 W SARATOGA ST"	HOMICIDE	FIREARM	114	CENTRAL	Downtown	"(39.2929700000, -76.6184800000)"	1	39.2929700000	-76.6184800000
2011/04/06	118	1F	"600 LENNOX ST"	HOMICIDE	FIREARM	133	CENTRAL	"Reservoir Hill"	"(39.3118600000, -76.6270400000)"	1	39.3118600000	-76.6270400000
2011/04/05	57	1F	"2800 W MULBERRY ST"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Penrose/Fayette Street Outreach"	"(39.2926900000, -76.6627100000)"	1	39.2926900000	-76.6627100000
2011/04/04	2339	1F	"3400 POWHATAN AV"	HOMICIDE	FIREARM	621	NORTHWESTERN	"Forest Park"	"(39.3209000000, -76.6750700000)"	1	39.3209000000	-76.6750700000
2011/04/02	100	1K	"300 GUILFORD AV"	HOMICIDE	KNIFE	114	CENTRAL	Downtown	"(39.2931200000, -76.6112500000)"	1	39.2931200000	-76.6112500000
2011/03/31	1402	1F	"6000 MORAVIA PARK DR"	HOMICIDE	FIREARM	434	NORTHEASTERN	Frankford	"(39.3161100000, -76.5430500000)"	1	39.3161100000	-76.5430500000
2011/03/31	1810	1F	"1200 WINCHESTER ST"	HOMICIDE	FIREARM	715	WESTERN	Sandtown-Winchester	"(39.3025200000, -76.6375500000)"	1	39.3025200000	-76.6375500000
2011/03/30	1437	1F	"700 WASHINGTON BLVD"	HOMICIDE	FIREARM	931	SOUTHERN	"Barre Circle"	"(39.2833400000, -76.6265500000)"	1	39.2833400000	-76.6265500000
2011/03/29	839	1F	"1000 EDMONDSON AV"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2956000000, -76.6346800000)"	1	39.2956000000	-76.6346800000
2011/03/29	1434	1F	"5400 SINCLAIR LA"	HOMICIDE	FIREARM	434	NORTHEASTERN	Frankford	"(39.3239000000, -76.5406900000)"	1	39.3239000000	-76.5406900000
2011/03/29	1622	1K	"2600 HUNTINGDON AV"	HOMICIDE	KNIFE	511	NORTHERN	Remington	"(39.3191200000, -76.6214600000)"	1	39.3191200000	-76.6214600000
2011/03/27	2014	1F	"3200 ELMLEY AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	Belair-Edison	"(39.3170600000, -76.5779800000)"	1	39.3170600000	-76.5779800000
2011/03/25	725	1K	"2100 BARCLAY ST"	HOMICIDE	KNIFE	314	EASTERN	Barclay	"(39.3135300000, -76.6111100000)"	1	39.3135300000	-76.6111100000
2011/03/22	2145	1K	"500 E NORTH AV"	HOMICIDE	KNIFE	311	EASTERN	"East Baltimore Midway"	"(39.3114700000, -76.6092400000)"	1	39.3114700000	-76.6092400000
2011/03/20	223	1K	"4500 EDMONDSON AV"	HOMICIDE	KNIFE	823	SOUTHWESTERN	"Rognel Heights"	"(39.2934600000, -76.6936500000)"	1	39.2934600000	-76.6936500000
2011/03/19	2130	1O	"1200 W OSTEND ST"	HOMICIDE	OTHER	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2811400000, -76.6331700000)"	1	39.2811400000	-76.6331700000
2011/03/19	150	1F	"300 MC MECHEN ST"	HOMICIDE	FIREARM	133	CENTRAL	"Bolton Hill"	"(39.3066900000, -76.6282500000)"	1	39.3066900000	-76.6282500000
2011/03/17	2058	1F	"2700 PENNSYLVANIA AV"	HOMICIDE	FIREARM	736	WESTERN	"Penn North"	"(39.3129500000, -76.6459800000)"	1	39.3129500000	-76.6459800000
2011/03/12	1755	1F	"1100 GORSUCH AV"	HOMICIDE	FIREARM	513	NORTHERN	"Better Waverly"	"(39.3254100000, -76.6018000000)"	1	39.3254100000	-76.6018000000
2011/03/08	1100	1K	"1100 COOKS LA"	HOMICIDE	KNIFE	823	SOUTHWESTERN	"West Hills"	"(39.2984900000, -76.7100300000)"	1	39.2984900000	-76.7100300000
2011/03/06	234	1K	"5000 NELSON AV"	HOMICIDE	KNIFE	614	NORTHWESTERN	"Langston Hughes"	"(39.3438200000, -76.6805400000)"	1	39.3438200000	-76.6805400000
2011/03/05	1500	1O	"2700 HOLLINS FERRY RD"	HOMICIDE	OTHER	923	SOUTHERN	Lakeland	"(39.2590600000, -76.6435900000)"	1	39.2590600000	-76.6435900000
2011/03/05	2108	1F	"200 N HILTON ST"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Saint Josephs"	"(39.2889100000, -76.6725000000)"	1	39.2889100000	-76.6725000000
2011/03/01	2335	1F	"1900 Greenmount Av"	HOMICIDE	FIREARM	314	EASTERN	"East Baltimore Midway"	"(39.3122000000, -76.6094400000)"	1	39.3122000000	-76.6094400000
2011/02/27	1320	1K	"2800 CLIFTON AV"	HOMICIDE	KNIFE	735	WESTERN	Walbrook	"(39.3113000000, -76.6649200000)"	1	39.3113000000	-76.6649200000
2011/02/20	1551	1F	"1600 CLIFTVIEW AV"	HOMICIDE	FIREARM	312	EASTERN	"Darley Park"	"(39.3152300000, -76.5955800000)"	1	39.3152300000	-76.5955800000
